text,region
Forgot my damn pen had to borrow a marker which dried up then used a very large sharpie lol,chicago
Corey keeps saying it’s as heavy as Iowa. It’s surely going to be mighty tasty.,nashville
Señor Tomas this deal Butler slipping away and talk Thomas,houston
"This #job might be a great fit for you: Application Peformance Analyst -  #wbmason #whobut #IT #Brockton, MA #Hiring",new york
That’s a big!,washington
I hear in jail you become some one elses fantasy,denver
This nigga said females who don’t have any kids yet are the golden ticket😂,houston
"Want to work in #Gahanna, OH? View our latest opening:  #Automotive #Job #Jobs #Hiring #CareerArc",cincinnati
When exactly is the Mella is Money instructional dance video coming out? I could use a few good pointers to impress the ladies 😳😝,cincinnati
"Happy Halloween Loves!  Hope you have a Boo-tiful day!! If you are dressing up or dressing your kids up, tell us about your costumes... We'd love to hear how creative everyone… ",oklahoma city
Yeah rember when I said were gonna go to the movies? Yeah this is what we finna watch,tampa
This city made me who I am. ,new york
It's really happening guys wish me luck ya'll ,pittsburgh
&amp;   didn’t get the msg.,houston
My grandfather called me to tell me he misses me ❤️,los angeles
"This fucker has a special place in hell all set up for him, but not before he gets to meet the boys in the general population area of the state penitentiary!

How An Abusive Special Needs Teacher Finally Got Caught  ",houston
"i might forgive u, but i’ll never forget",albuquerque
I pray to god you’re at peace anna💗 I’m so sorry,cincinnati
he finna get whatever tf he want from me 😌,oklahoma city
Pre or post Bean smashing the window?,toronto
Cardi b turned down the offer to be the rapper for TLC,tampa
Considering I have him blocked (don’t even remember why) I’m going to go ahead and 2nd your demand to delete his tweet.,montreal
tf he tryna die or some😂,charlotte
"""Clever Alabama fan"" has never been used in a sentence before.",denver
"After what happened in 2016, it’s really hard for me to believe polls anymore. Plus, there are, sadly, still too many people not paying attention to what’s happening in the world. So God knows what might happen next week.",cincinnati
As only he could do with his tiny skinny lips that get smaller when he lies,tampa
"Ouf. That would require watching myself on TV, which would burst my solipsistic bubble.",san francisco
SO MANY LOST DOGS,seattle
"#LCCHalloween
Oh, BeeHive!  
ZomBee, Queen Bee, Spelling Bee, BeeYoncé &amp; BeeKeeper
    ",oklahoma city
Rabies alert:  reporting two deceased animals testing positive for rabies. Warning residents to keep distance from wild animals  ,new york
I’d take Oklahoma over Ohio state ...,charlotte
Aw okay my cash app is $chhristiinaaaa and I’ll dm you the ticket 😊,charlotte
Yea I can certainly see him being a prime example. And of course we see guys come back too early rather frequently and aggravate their injury.,washington
Oh lordddd where the fuck did this temp agency send me all these men staring at me I’m bouta get kidnapped,houston
None of that spooky stuff today I wanna be in my feels 😭 ,denver
"Blue and Cheese
Steph and Klay
Mr. &amp; Mrs. Incredible",new york
"Rt, Media unaware, but 14TH Amendment requires person born in U. S. also to be subject to JURISDICTION of U.S., both territorial &amp; political, e.g., serve in military if a draft, pay taxes. So this is open Constitutional question",chicago
"so, Dani has her first field trip next week. the ONLY thing she’s excited about is getting to ride a bus. 😂",charlotte
i need a TRUE LIFE: I’m addicted to Jesus shirt ASAP,houston
"Witches must have some trouble trying to fit their hats in mirror selfies, y’all! 👻 🎃 @ Los Angeles, California ",los angeles
"Shit made me want to hit my exes up and apologize, “you are beautiful and deserving. I’m sorry if I made you feel any less than.” ",washington
"This team is automatic, systematic, hydromatic... the T&amp;T Birds have taken over  #Halloween2018 ",new york
It has no credibility Candace is a documented liar,charlotte
Update:  is at 828. Over 300 points ahead of #2 ,new york
Looks like it will tough series and might be the first loss in 11 series  #PAKvNZ,denver
#toyota #supra #racecar #SEMA #SEMA2018 @ The SEMA Show ,las vegas
WHERES  BEEN FOR LAST 2 YRS ESPECIALLY MUM ON THE #Mueller DOG &amp; PONY SHOW OR WITCH HUNT???? WOULDNT SURPRISE ME IF HES GROOMING #Pelosi FOR A COME BACK! NEWS: WE DONT WANT EITHER ONE!!!!😊,houston
it’s RAINING raining 🌧,houston
JFC WHY DID THEIR HAVE TO BE INDIVIDUAL MEMBER SETS TOO?!? Now my ass is gonna want 4 + the group one 😭,kansas city
i bought dat bih a lace cause she ain’t got no hair,nashville
My stomach is killing me right now,new york
kinda wish I was spending my halloween doin' some nature + witch shit tbh,las vegas
prettygirlchroniclesshow come and check out the live broadcast of the prettygirlchroniclesshow tomorrow night ... bar will be open and right after #BowThursday @ Coles Place Events ,cincinnati
Minor Crash on US 72 WB @ MP89.9 before Slaughter Rd in Huntsville. Expect moderate delays. More details: ,nashville
Lol I’m going to say no you’re good,san francisco
talking about mariah and lauryn 🙄 ik  you got me on fridays,nashville
"A Facebook poke is a feature on the social media platform that lets users send a single virtual notification to a friend. No more, no less. 😁                  🤗I’m waiting 🤗",washington
"Four Angels @ Huntington Beach, California ",los angeles
More of these plz,tampa
"I'm at Woodside Elementary School in Concord, CA  ",san francisco
"Hi. I am actually not baking professionally for the foreseeable future. Am doing the social for Off The Strip. Good times! 
Happy Halloween. 
cc:",las vegas
"Today might be Halloween, but more importantly it’s Coach Oates’ birthday!!! Thankful for her and her leadership today and every day! 🎃🎉🐻 Help us celebrate by joining Coach Oates and the Bears this week in Bank of Colorado Arena! #BearBirthday #GoUNCBears #BigSkyVB ",denver
"Working 1:30 - close. (at  in New York, NY) ",new york
I can’t wait to not have to rush through gameplay on this fallout beta. I usually take breaks and read through the lore. Soon.,tampa
"And thanks for the 10 Retweets, too!! T",new york
"I'm frankly surprised that uninformed woman didn't call him a racist in her absurd tirade.

If anything is fascist, it's the unhinged Democrats, aka Progressives, aka Socialists, aka LEFTISTS.",las vegas
"Yep, he's a mud bug. Spring Mountain Hot 'n' Juicy would probably get more use from him than Texas. ",albuquerque
That sux Lex. It shouldn't matter where you preside.. it matters who your with and being happy..I don't like Fargo that much but I'm just happy to go home and be with the one I Love..well it's her loss..,minneapolis
For real it was already too cold out for that shit now she's not wearing a shirts. Fucksakes.,las vegas
Jack's afraid of REAL women.,washington
Trump always has an out. Now he is blaming Don McGahn for the Mueller probe. He always has somebody to Blame,new york
Wait just today was your first. I've seen how you drive this is news to me,san francisco
Don’t miss a blessing,seattle
I’m never drinking again,los angeles
Fuck what y’all talkin bout Kylie fine asf. ,los angeles
"It’s #WarriorWednesday “Courage doesn’t mean you don’t get afraid Courage means you don’t let fear stop you “ #KindnessForAll #Outlander 
Credit to  @ Richland Center, Wisconsin ",chicago
Happy Halloween! 🎃👻 Come into one of our stores wearing your costume today and receive a FREE koozie! #spreadloveitsthenashvilleway #cityofdreams #happyhalloween ,nashville
Now you do it.,washington
"The poor don't have health insurance yet millions pay for it anyway the checks, balances have been forgotten for years Republicans are making cases for themselves.",oklahoma city
dont yall hate when you feel like ya energy not matched,charlotte
Drawdy Falls. Another road trip adventure with  #westvirginia #stateilove #waterfall #adventure #roadtrip @ Drawdy Falls Roadside Park ,charlotte
I was running CC 2018 but I updated it just now. We’ll see if that helps haha,oklahoma city
Happy Happy birthday to you!!!,houston
"After what Hillary Clinton said that all black people look alike, the next time they say a republican said something they don’t like tell them to go to hell, they are nothing but hypocrites",chicago
"I know I haven't been the easiest to deal with, 24 with a lot on my plate..",oklahoma city
I think today is gunna consist of going to Garret mountain and blast some good music and smoke about 3 blunts. Im serious about this and if you’d like to join me lmk.,new york
"Yep! Tucker has a man crush on you but he’s just too shy to say it out loud. Sorry, poor rat bastard [carlaon]!",houston
We are Back! To run #tcsmarathon #newyorkmarathon2018 Best Place to have a smokedsalmon bagel! ,new york
"Not ignorant INFORMED interpretation.  It is childish myth, and if you have been so thorougly indoctrinated not to see how utterly silly your myths are, that just shows how indoctrinated you are, how sad for you, it is not your eyes that hurt, it is your brain, because of disuse.",tampa
"Who the fuck cares about these plaques on my wall?
You're still the only thing I've done right",charlotte
Mannnn I do nottttttt feelllllll likeeeee goinggggg backkkkk to workkkkkkkkkkkkkk 🙄😩,toronto
You need to get him on the show.,seattle
HAPPY HALLOWEEN EVERYONE ,new york
"If y’all get tired of candy, you know where to find us! 🎃🍕🍝#happyhalloween #trickortreat #guidos #cousinvinnys #guidosandvinnys @ Guido's ",tampa
ive been gluten free for a little over a week and i gotta say i feel pretty gr8 ,houston
Spooky. Christina Malman c. 1940 drawing for a New Yorker cover.  ,new york
happy birthday phi! 😍 chug 1x for the 1x for me 🤘,albuquerque
"TRICK OR TREAT - Here's your friendly reminder, friends. It's going to or is already raining in southeast Texas. You'll want to check the radar before you head out for the holiday. #abc13 #hounews ",houston
