text,region
"Regarding President Loh, all I have to say is: listen to the students!!",washington
I ain’t even that big lmao,toronto
November 17th - I’m seeing KYLE AGAIN in Los Angeles!!!,phoenix
"Happy Halloween!!! Specialty Ciders are $4.79 per 1/2 gallon. Honeycrisp, Grape, and Cinnamon! Have a safe and spooky night! 🎃 ",pittsburgh
I think my parents are pressuring me to teach so much that I don’t wanna teach anymore,charlotte
Thanks!😬 it’s such a big weight lifted off my shoulders!,new york
"Read Jewish Voice for Peace and have the courage to face Nakba, the mass theft of Palestinian land and the terrible sufferings of the Palestinians. Jesus warned in Matthew 24 that the deception would be so great that unless the days were shortened even the very elect deceived.",washington
Kicking things off with the horrors of #Dread at 1230 PM with GM  and Players    ! ,los angeles
Me &amp;  really be fucking niggas up on halo!,los angeles
I can’t understand how anyone could vote for crime and higher taxes. For Florida and Arizona to go democrat that’s exactly what would have to happen. I can’t believe anyone is that dumb but then California approves donating hiv blood so......,los angeles
"A) don’t be over zealous, tube socks are too much. Regular ankle or crew, folded up as a pair, should suffice.
B) you get used to it, it’s not that bad tbh!",houston
Why am I just finding out Bloom is about bottoming,houston
getting sean a “Seansito” chain when he least expects it 😊🖤,new york
If I had a dollar for every time somebody ask me “why aren’t you in college” ,kansas city
Doesn't Ted Nugent have any songs he will let them sing at Trump addict meetings?,oklahoma city
"happy Halloween 🧛🏻‍♀️
yes I bite ",houston
I agree with,washington
I’m fuckin cryinnn,tampa
Nothing from you,denver
There will be mass for the Solemnity of all the saints Thursday Nov 1st in the university auditorium!! ,houston
Thank you so much!,denver
Ah. He said it’s easily be in his end of the year best list.,new york
Short not so sweet but to the point.,pittsburgh
Sure...but when you're in Flint...what else you gonna do?,chicago
Maybe she snapped akdhbs,charlotte
"There already is a wall, and for a reason.",los angeles
"You had to mention twice how well you were treated, which means you weren’t. You saw the fucking protests — don’t lie",san francisco
"New petscop, new mob trailer, call of warr this week AND we just finished Sabrina.... this is shaping up to be a good Halloween indeed.",los angeles
"1868 - amendment
1882 - exclusion act followed by SCOTUS decision.
Explain to me how an amendment ratified 14 years BEFORE the SCotUS decision somehow overrode it? Is this Doctor Who? ",phoenix
anyone wanna recommend a good anime to watch?,san francisco
He doesnt even have the eyes,los angeles
"Men are physical and women are mental. For the most part, at least. A lot of y’all don’t understand the concept of foreplay....",charlotte
We are SO SAD Linden’s school opted out. They said there wasn’t enough room. It’s a goodly sized church!  Obvi they needed Aunt Dia up there to supervise and assist. 😂,charlotte
Elisabeth was acting so good when we got the target 10 minutes after you could hear her from a few aisles down.,washington
I thought it was funny 😂,oklahoma city
my kiddos look so cute w/ their halloween costumes. 😪❣️,oklahoma city
Yep..... it was delicious 🤣,albuquerque
Family day on the road. @ Little Caesars Arena ,pittsburgh
"If you look back at Gurus of Gold from that Nov, she was literally the only pundit to mention it. The rest had it at 12 at the very highest and most wouldn’t even consider it",los angeles
There will never be a problem with getting yourself some help if you need it. It’s 2018 and we’ve come way to far for you to live in misery inside of your own mind.,oklahoma city
"Clearly having zero fun on this tour. Happy Halloween! @ Alexandria, Virginia ",washington
Issues shall be solved soon,chicago
Booked a spa day at the cosmopolitan hotel through  ! Can’t wait for my massage and pedi ! Thanks for helping me get a little me time for a great price ! 💆🏼‍♀️💅🏻,toronto
"Sounds like a interesting step in the right direction.
",new york
"WE LOVE OUR Annual HALLOWEEN Practice and Full Out Showcase!!! SO much LOVE, SKILL, GRIT, FUN, AND TALENT filling our HOME This SEASON!#whenloveandskillcombineexpectamasterpiece #halloween… ",tampa
"My work caught me on my phone voting for , after I told them what I was doing they said “oh okay, proceed”😂😂❤️",chicago
I am very aware of that. but don’t try to shoot on the hg,los angeles
On a day when Baby Oranges 🍊 can be Pumpkins 🎃 Smile 😊 #HappyHalloween2018 #ShowLove 🧡💙 ,new york
"I swea every time my family talk to me, they talk like i’m doing 4 years in the feds😂😂",houston
Like bro I love you. Why you run away and never come back.,kansas city
You too Keith! 2nd cup of ☕️ down the hatch now back at it! 🤘🏢,seattle
"It's Halloween, and there's nothing scarier than a democracy with 40% voter turnout. So, steal your children's candy and use it as incentive to fill out your ballot.

In WA you no longer need a stamp! Just drop it in the mailbox today. ",seattle
Happy Halloween back at ya!!! ,houston
Only in New York #nyc #bike,new york
Yeah fuck this blue bird app!!,nashville
"Omg, goosebumps!!! Can’t wait!!",nashville
You seen dawg game film from HS?,tampa
IDK WHAT TO WEAR. 😭😭😭,chicago
Post Malone more like Ghost Malone,san francisco
Happy Halloween! @ Discover Soft Tissue &amp; Spine ,chicago
WBB: at the half  trail Utah 54-45. Thanks to our neighbors for the game. Happy Halloween - Go Griffins!  #ncaad2 #rmacwbb #westminsterslc ,las vegas
I TOLD YOU!!!!!!!!,washington
"I got the best special in Chapel Hill tomorrow night! All Drinks $2.50 yes that includes top shelf liquor, beer, wine etc! Secure your spot ASAP ticket link in my bio!  @… ",charlotte
"Good Lord. Donate them, already. ",kansas city
I didn’t dress up today but here’s me as ! 💗🐰💜 ,houston
I want to go on a hike,los angeles
"Trick-or-Treating for Cans is cancelled tonight due to the rain.  However, we will still have food and prizes.  Come to the church at 5:30 to be a part of the fun!",houston
"Say among the heathen that the LORD reigneth: the world also shall be established that it shall not be moved: he shall judge the people righteously. 
Psalm 96:10. 
#TheEndIsNear #JesusIsComingSoon",los angeles
Happy Halloween Johnstown! 🎃👻#HappyHalloween2018 #stayspooky ,pittsburgh
"and “Lyin Ted’s” name is Rafael, what’s your point?",houston
Drinking an 2 Stroke DIPA by  at  — ,tampa
daaaang sis 😂😂 get it together,charlotte
This is awesome! Thank you!,denver
Right back at you. ,houston
Fuck school I ain’t go to class. Sat down with my high ass,houston
Jordan McNair&amp;#39;s Father Feels &amp;quot;Like I&amp;#39;ve Been Punched In The Stomach&amp;quot; Over DJ Durkin&amp;#39;s Reinstatement&lt;em&gt;&lt;/em&gt;  via,charlotte
The winds of shit are blowing  ,charlotte
"catch me decorating for christmas, TOMORROW",albuquerque
Pumpkin Alley is impressive!  Amazing job Hurricanes!  #WeCelebrate ,toronto
Please stop talking out your ass ,oklahoma city
Open till 10pm  #vintageshopping #halloweennight #southwilliamsburg #brooklyn #specialsale #latenight @ Rabbits ,new york
Happy Halloween from Telluride.  Bit of new snow in the valley #halloween #telluride #valley #realestate #realtor #realestateagent #colorado #cire #realtorlife #snow #bluesky #cold #brrr… ,denver
The fact that I can use friends Bitmoji  in text now and just not on snap is sooo great,new york
Girl I was about to just throw myself out the window.,minneapolis
When she finally decides to text back i swear ima pull her card like “ya I’m not with it today ... talk to u some other time”,oklahoma city
Number 9 is way more important !!!!,nashville
Glad to hear you’re doing your part. Maybe you could take some blankets to the border.,pittsburgh
"can’t wait to drink away all my sorrows and worries tonight, happy halloween!!!",chicago
"Whew! Troops there just in time for the caravan arrival IN TWO MORE MONTHS!
Way to whip up Pre-election hysteria with your idiot base over a FAKE NEWS story. #asshat",minneapolis
Preciate it bro,tampa
AP:  Judge dismisses misdemeanor case against county commissioner ,billings
Boston will try their best but their parade won’t beat philly’s,new york
"You know, iMovie is where it’s at 🤷🏻‍♂️",cincinnati
Study? Read a book? I’m not too sure what college kids actually do between classes..,chicago
100 Motivational Quotes That Will Inspire You to Succeed  #Leadership #Success #Wisdom  ,new york
Man if you dont take yo extra crispy skin ass to work,houston
Sending out smiles/prayers for all the love ones affected by the terrible disease we call cancer. ,cincinnati
Soooo... I was about to go into Walmart... and it’s clearly raining. So I opened my door and proceeded to run. Then.... I stopped. I just stopped in the rain to soak up this Adam moment. People probably thought I was crazy. Rest In Peace Kiddo,oklahoma city
Just posted a photo @ Napa Valley Montessori Exotic Reptiles and Plants ,san francisco
"Congratulations to my son George Wenson for this accomplishment✨. #WeAreBarrons    
 ",new york
Say hello to Deadpool’s Unicorn! 🦄 #happyhalloween🎃 #isparkleinmysleep #yourewelcome #librarycostume #deadpoolcostume  @ Northeast Branch of… ,seattle
Me camping out at MOA on Saturday so I can meet  ,minneapolis
So no trimming hair down lol,new york
Maybe “urban vs suburban” provides a better lens to consider a councillor’s politics?,toronto
"We're #hiring! Read about our latest #job opening here: Air Traffic Control Specialist (TMC, Level 10), Traffic Management Coordinator -  #Transportation #Longmont, CO #CareerArc",denver
"See our latest #Oxford, AL #job and click to apply: Facility Service Associate -  #FacilitiesMgmt #Hiring #CareerArc",nashville
I would like to know the decision making process in buying a Kia Soul,houston
Maybe an anniversary of “Leo &amp; Me?” or… his birthday…?,seattle
Happy Halloween from !  #halloween ,tampa
Can we watch them over FaceTime together??,toronto
Man I want another  parade for winning the Super Bowl 😭,washington
"#wcw😍 

Shout out to my painting. She fine. 

Visit Sean Johnson Arts  to check out more of my work. Stick around, make my shop your favorite, and be entered to win in my monthly… ",houston
Wish my wce would act right so I can get her some stuff from pink 🤷🏾‍♂️,charlotte
um definitely ALWAYS acceptable 😍,chicago
Best professor for English Literature ? #usa20 #usa21 #usa19,nashville
Nah im serious,los angeles
Look at you getting in your feelings lol,nashville
Back at you,houston
"Bring your #beautywithoutlimits to us! Ulta Beauty is searching for our next Merchandise and Service Coordinator in #CherryHill, NJ. I would love to connect with you! Click here for more details. #hiring #ultabeauty #careers #IAmUltaBeauty  #Cosmetics",new york
"happy halloween, get spooky responsibly 👻🔥🥃 ",houston
"IND to ATL (@ Indianapolis International Airport -  in Indianapolis, IN)  ",cincinnati
Trump smacks Ryan for questioning his birthright citizenship plan  via,chicago
